Id,Category
2998,5
2999,9
3000,8
3001,6
3002,8
3003,6
3004,8
3005,8
3006,4
3007,7
3008,5
3009,6
3010,0
3011,3
3012,6
3013,1
3014,6
3015,2
3016,6
3017,9
3018,2
3019,5
3020,0
3021,6
3022,6
3023,2
3024,3
3025,9
3026,9
3027,9
3028,6
3029,6
3030,7
3031,6
3032,6
3033,6
3034,4
3035,4
3036,0
3037,9
3038,6
3039,0
3040,8
3041,8
3042,2
3043,9
3044,2
3045,2
3046,2
3047,1
3048,8
3049,9
3050,2
3051,9
3052,5
3053,0
3054,6
3055,4
3056,6
3057,6
3058,8
3059,8
3060,2
3061,5
3062,8
3063,6
3064,1
3065,3
3066,5
3067,1
3068,6
3069,4
3070,6
3071,0
3072,4
3073,5
3074,0
3075,9
3076,2
3077,5
3078,5
3079,6
3080,6
3081,6
3082,2
3083,0
3084,6
3085,4
3086,0
3087,6
3088,1
3089,2
3090,1
3091,8
3092,0
3093,0
3094,9
3095,7
3096,9
3097,6
3098,3
3099,6
3100,6
3101,5
3102,9
3103,1
3104,1
3105,3
3106,8
3107,2
3108,9
3109,7
3110,1
3111,5
3112,8
3113,9
3114,6
3115,4
3116,3
3117,0
3118,1
3119,6
3120,6
3121,5
3122,6
3123,7
3124,5
3125,4
3126,3
3127,5
3128,4
3129,3
3130,1
3131,9
3132,5
3133,4
3134,6
3135,9
3136,0
3137,5
3138,9
3139,6
3140,3
3141,4
3142,1
3143,5
3144,6
3145,7
3146,1
3147,3
3148,6
3149,1
3150,2
3151,3
3152,4
3153,1
3154,7
3155,4
3156,9
3157,8
3158,3
3159,5
3160,5
3161,9
3162,6
3163,3
3164,0
3165,8
3166,7
3167,9
3168,6
3169,4
3170,7
3171,6
3172,9
3173,6
3174,6
3175,4
3176,6
3177,8
3178,6
3179,4
3180,7
3181,4
3182,3
3183,5
3184,3
3185,1
3186,7
3187,8
3188,8
3189,6
3190,9
3191,8
3192,4
3193,9
3194,2
3195,5
3196,9
3197,3
3198,6
3199,1
3200,1
3201,8
3202,6
3203,6
3204,8
3205,4
3206,1
3207,4
3208,1
3209,6
3210,5
3211,8
3212,1
3213,9
3214,1
3215,7
3216,0
3217,0
3218,3
3219,8
3220,3
3221,0
3222,6
3223,3
3224,3
3225,6
3226,9
3227,6
3228,2
3229,5
3230,7
3231,1
3232,0
3233,8
3234,6
3235,1
3236,9
3237,2
3238,2
3239,3
3240,9
3241,1
3242,4
3243,3
3244,1
3245,1
3246,6
3247,2
3248,2
3249,0
3250,4
3251,4
3252,7
3253,0
3254,0
3255,9
3256,9
3257,1
3258,4
3259,8
3260,8
3261,8
3262,0
3263,5
3264,9
3265,9
3266,4
3267,7
3268,4
3269,6
3270,5
3271,6
3272,9
3273,6
3274,7
3275,1
3276,6
3277,6
3278,4
3279,3
3280,6
3281,1
3282,9
3283,4
3284,5
3285,9
3286,2
3287,8
3288,0
3289,7
3290,8
3291,6
3292,6
3293,6
3294,1
3295,5
3296,3
3297,5
3298,8
3299,4
3300,1
3301,3
3302,6
3303,1
3304,0
3305,9
3306,3
3307,4
3308,8
3309,1
3310,1
3311,0
3312,5
3313,5
3314,6
3315,7
3316,9
3317,2
3318,0
3319,3
3320,1
3321,9
3322,0
3323,9
3324,6
3325,5
3326,1
3327,2
3328,2
3329,6
3330,2
3331,9
3332,1
3333,0
3334,0
3335,0
3336,6
3337,4
3338,3
3339,0
3340,1
3341,1
3342,6
3343,3
3344,7
3345,0
3346,8
3347,4
3348,6
3349,8
3350,4
3351,4
3352,6
3353,3
3354,0
3355,8
3356,6
3357,8
3358,2
3359,1
3360,0
3361,9
3362,9
3363,7
3364,1
3365,6
3366,4
3367,4
3368,6
3369,4
3370,6
3371,9
3372,1
3373,5
3374,1
3375,1
3376,8
3377,3
3378,6
3379,6
3380,2
3381,1
3382,2
3383,2
3384,6
3385,6
3386,5
3387,2
3388,6
3389,4
3390,2
3391,1
3392,2
3393,8
3394,7
3395,1
3396,2
3397,4
3398,6
3399,6
3400,5
3401,6
3402,5
3403,0
3404,2
3405,5
3406,9
3407,6
3408,3
3409,3
3410,1
3411,2
3412,0
3413,4
3414,6
3415,0
3416,5
3417,2
3418,6
3419,9
3420,8
3421,1
3422,6
3423,5
3424,6
3425,4
3426,1
3427,4
3428,9
3429,9
3430,0
3431,8
3432,5
3433,4
3434,4
3435,4
3436,6
3437,6
3438,3
3439,8
3440,6
3441,7
3442,9
3443,3
3444,1
3445,2
3446,6
3447,0
3448,8
3449,6
3450,1
3451,6
3452,8
3453,5
3454,3
3455,6
3456,1
3457,2
3458,6
3459,1
3460,0
3461,6
3462,5
3463,6
3464,3
3465,3
3466,2
3467,8
3468,4
3469,8
3470,6
3471,9
3472,7
3473,4
3474,5
3475,6
3476,0
3477,0
3478,5
3479,4
3480,4
3481,6
3482,6
3483,6
3484,5
3485,1
3486,0
3487,1
3488,4
3489,2
3490,1
3491,8
3492,0
3493,6
3494,3
3495,7
3496,4
3497,0
3498,6
3499,1
3500,3
3501,4
3502,3
3503,4
3504,8
3505,7
3506,4
3507,6
3508,6
3509,4
3510,1
3511,4
3512,8
3513,4
3514,6
3515,1
3516,6
3517,9
3518,5
3519,3
3520,5
3521,9
3522,1
3523,9
3524,4
3525,0
3526,6
3527,9
3528,6
3529,6
3530,0
3531,6
3532,4
3533,6
3534,5
3535,0
3536,0
3537,7
3538,6
3539,2
3540,6
3541,8
3542,9
3543,8
3544,5
3545,9
3546,1
3547,0
3548,7
3549,9
3550,5
3551,6
3552,6
3553,4
3554,2
3555,0
3556,0
3557,2
3558,2
3559,5
3560,3
3561,7
3562,1
3563,6
3564,9
3565,6
3566,7
3567,2
3568,6
3569,1
3570,4
3571,7
3572,8
3573,7
3574,4
3575,6
3576,9
3577,6
3578,2
3579,1
3580,4
3581,0
3582,1
3583,9
3584,5
3585,0
3586,0
3587,6
3588,3
3589,6
3590,7
3591,8
3592,8
3593,9
3594,9
3595,9
3596,0
3597,6
3598,6
3599,6
3600,7
3601,5
3602,3
3603,5
3604,0
3605,6
3606,6
3607,2
3608,1
3609,3
3610,8
3611,2
3612,4
3613,4
3614,5
3615,6
3616,3
3617,1
3618,6
3619,1
3620,8
3621,7
3622,0
3623,9
3624,6
3625,8
3626,9
3627,3
3628,5
3629,4
3630,6
3631,8
3632,8
3633,1
3634,4
3635,5
3636,6
3637,4
3638,8
3639,8
3640,1
3641,1
3642,3
3643,4
3644,0
3645,8
3646,8
3647,9
3648,6
3649,9
3650,6
3651,2
3652,2
3653,8
3654,0
3655,6
3656,7
3657,3
3658,6
3659,2
3660,3
3661,7
3662,8
3663,8
3664,7
3665,3
3666,4
3667,8
3668,9
3669,2
3670,7
3671,0
3672,4
3673,6
3674,0
3675,6
3676,0
3677,4
3678,0
3679,5
3680,3
3681,6
3682,6
3683,5
3684,4
3685,2
3686,0
3687,8
3688,6
3689,5
3690,8
3691,3
3692,1
3693,2
3694,2
3695,6
3696,6
3697,5
3698,6
3699,0
3700,6
3701,6
3702,1
3703,6
3704,2
3705,6
3706,5
3707,1
3708,7
3709,8
3710,1
3711,6
3712,4
3713,2
3714,4
3715,1
3716,9
3717,1
3718,3
3719,3
3720,3
3721,6
3722,8
3723,8
3724,1
3725,6
3726,1
3727,8
3728,0
3729,0
3730,0
3731,6
3732,6
3733,6
3734,4
3735,6
3736,6
3737,7
3738,2
3739,0
3740,8
3741,4
3742,8
3743,7
3744,6
3745,6
3746,3
3747,0
3748,8
3749,5
3750,3
3751,7
3752,4
3753,1
3754,6
3755,6
3756,4
3757,6
3758,1
3759,0
3760,1
3761,3
3762,5
3763,1
3764,3
3765,9
3766,1
3767,7
3768,8
3769,2
3770,1
3771,6
3772,0
3773,3
3774,4
3775,9
3776,2
3777,1
3778,0
3779,6
3780,8
3781,6
3782,8
3783,2
3784,7
3785,0
3786,8
3787,9
3788,4
3789,4
3790,8
3791,6
3792,2
3793,2
3794,2
3795,5
3796,2
3797,4
3798,3
3799,9
3800,9
3801,9
3802,1
3803,2
3804,6
3805,1
3806,1
3807,4
3808,8
3809,5
3810,5
3811,4
3812,2
3813,7
3814,2
3815,7
3816,7
3817,1
3818,2
3819,1
3820,4
3821,4
3822,6
3823,6
3824,4
3825,6
3826,3
3827,9
3828,4
3829,6
3830,7
3831,3
3832,7
3833,4
3834,6
3835,3
3836,6
3837,2
3838,2
3839,6
3840,5
3841,0
3842,0
3843,8
3844,0
3845,0
3846,6
3847,6
3848,1
3849,7
3850,4
3851,6
3852,6
3853,7
3854,6
3855,6
3856,3
3857,4
3858,6
3859,8
3860,4
3861,6
3862,4
3863,0
3864,9
3865,8
3866,4
3867,1
3868,7
3869,6
3870,9
3871,6
3872,6
3873,8
3874,3
3875,4
3876,8
3877,1
3878,4
3879,6
3880,3
3881,3
3882,1
3883,1
3884,8
3885,5
3886,8
3887,4
3888,9
3889,2
3890,5
3891,0
3892,3
3893,7
3894,2
3895,7
3896,9
3897,5
3898,1
3899,1
3900,7
3901,7
3902,6
3903,6
3904,5
3905,4
3906,6
3907,0
3908,7
3909,2
3910,6
3911,9
3912,1
3913,9
3914,0
3915,6
3916,6
3917,8
3918,6
3919,4
3920,1
3921,3
3922,3
3923,1
3924,7
3925,6
3926,7
3927,7
3928,6
3929,8
3930,0
3931,2
3932,0
3933,4
3934,2
3935,6
3936,2
3937,3
3938,5
3939,6
3940,2
3941,6
3942,2
3943,8
3944,5
3945,9
3946,9
3947,2
3948,1
3949,5
3950,8
3951,1
3952,3
3953,1
3954,6
3955,6
3956,0
3957,4
3958,5
3959,3
3960,5
3961,9
3962,0
3963,6
3964,3
3965,6
3966,7
3967,6
3968,0
3969,1
3970,9
3971,6
3972,5
3973,4
3974,6
3975,0
3976,7
3977,0
3978,2
3979,0
3980,8
3981,6
3982,1
3983,7
3984,2
3985,3
3986,5
3987,5
3988,1
3989,0
3990,7
3991,6
3992,3
3993,2
3994,2
3995,6
3996,1
3997,6
3998,6
3999,4
4000,6
4001,8
4002,8
4003,3
4004,4
4005,8
4006,8
4007,7
4008,7
4009,1
4010,6
4011,2
4012,3
4013,9
4014,9
4015,2
4016,1
4017,6
4018,4
4019,3
4020,3
4021,5
4022,3
4023,3
4024,8
4025,3
4026,6
4027,8
4028,3
4029,1
4030,7
4031,4
4032,2
4033,0
4034,0
4035,2
4036,6
4037,1
4038,6
4039,0
4040,2
4041,9
4042,1
4043,0
4044,9
4045,4
4046,1
4047,2
4048,3
4049,8
4050,2
4051,8
4052,6
4053,5
4054,9
4055,6
4056,1
4057,1
4058,5
4059,6
4060,6
4061,4
4062,8
4063,4
4064,6
4065,8
4066,5
4067,6
4068,6
4069,4
4070,1
4071,4
4072,3
4073,6
4074,6
4075,9
4076,4
4077,4
4078,0
4079,2
4080,0
4081,5
4082,1
4083,1
4084,2
4085,6
4086,1
4087,6
4088,6
4089,6
4090,2
4091,3
4092,8
4093,0
4094,2
4095,2
4096,7
4097,9
4098,8
4099,7
4100,5
4101,6
4102,2
4103,5
4104,0
4105,6
4106,6
4107,6
4108,4
4109,9
4110,3
4111,8
4112,7
4113,6
4114,7
4115,5
4116,3
4117,6
4118,6
4119,7
4120,8
4121,4
4122,5
4123,0
4124,1
4125,1
4126,6
4127,1
4128,9
4129,2
4130,8
4131,7
4132,5
4133,1
4134,5
4135,6
4136,6
4137,4
4138,0
4139,6
4140,9
4141,3
4142,6
4143,7
4144,4
4145,8
4146,8
4147,6
4148,1
4149,9
4150,2
4151,6
4152,4
4153,7
4154,1
4155,6
4156,0
4157,6
4158,1
4159,6
4160,8
4161,6
4162,0
4163,1
4164,8
4165,0
4166,1
4167,6
4168,6
4169,6
4170,8
4171,4
4172,4
4173,0
4174,5
4175,1
4176,8
4177,6
4178,6
4179,8
4180,2
4181,2
4182,3
4183,6
4184,8
4185,1
4186,4
4187,5
4188,9
4189,2
4190,8
4191,1
4192,1
4193,8
4194,2
4195,7
4196,7
4197,0
4198,6
4199,2
4200,8
4201,4
4202,9
4203,1
4204,6
4205,8
4206,6
4207,2
4208,0
4209,1
4210,7
4211,3
4212,9
4213,9
4214,6
4215,2
4216,5
4217,6
4218,8
4219,4
4220,4
4221,3
4222,5
4223,4
4224,8
4225,4
4226,7
4227,0
4228,3
4229,7
4230,1
4231,6
4232,8
4233,0
4234,6
4235,2
4236,3
4237,1
4238,2
4239,1
4240,2
4241,1
4242,4
4243,5
4244,1
4245,1
4246,2
4247,4
4248,4
4249,4
4250,8
4251,9
4252,8
4253,9
4254,1
4255,2
4256,5
4257,6
4258,1
4259,7
4260,2
4261,8
4262,3
4263,8
4264,0
4265,6
4266,7
4267,9
4268,8
4269,7
4270,6
4271,2
4272,0
4273,6
4274,6
4275,5
4276,0
4277,2
4278,5
4279,8
4280,1
4281,5
4282,1
4283,6
4284,8
4285,6
4286,4
4287,0
4288,5
4289,6
4290,6
4291,6
4292,6
4293,7
4294,5
4295,4
4296,7
4297,2
4298,6
4299,5
4300,1
4301,6
4302,9
4303,3
4304,6
4305,6
4306,4
4307,6
4308,5
4309,3
4310,6
4311,0
4312,2
4313,5
4314,4
4315,8
4316,8
4317,5
4318,2
4319,0
4320,7
4321,6
4322,9
4323,5
4324,6
4325,6
4326,4
4327,4
4328,3
4329,6
4330,3
4331,6
4332,6
4333,2
4334,1
4335,7
4336,5
4337,9
4338,9
4339,5
4340,7
4341,9
4342,3
4343,2
4344,6
4345,3
4346,8
4347,2
4348,4
4349,1
4350,7
4351,1
4352,8
4353,4
4354,3
4355,1
4356,9
4357,9
4358,4
4359,3
4360,9
4361,7
4362,9
4363,4
4364,1
4365,1
4366,6
4367,6
4368,4
4369,0
4370,0
4371,7
4372,9
4373,8
4374,1
4375,0
4376,7
4377,8
4378,6
4379,5
4380,2
4381,7
4382,7
4383,6
4384,6
4385,7
4386,6
4387,1
4388,6
4389,4
4390,2
4391,5
4392,7
4393,1
4394,2
4395,9
4396,6
4397,0
4398,5
4399,2
4400,5
4401,3
4402,1
4403,5
4404,5
4405,5
4406,9
4407,4
4408,1
4409,1
4410,6
4411,6
4412,6
4413,4
4414,0
4415,6
4416,2
4417,6
4418,4
4419,6
4420,2
4421,4
4422,4
4423,2
4424,3
4425,8
4426,5
4427,2
4428,6
4429,0
4430,6
4431,6
4432,3
4433,2
4434,0
4435,6
4436,4
4437,8
4438,7
4439,2
4440,8
4441,8
4442,8
4443,0
4444,4
4445,5
4446,1
4447,3
4448,6
4449,5
4450,1
4451,1
4452,7
4453,2
4454,8
4455,6
4456,0
4457,6
4458,3
4459,8
4460,6
4461,1
4462,2
4463,5
4464,6
4465,6
4466,7
4467,6
4468,6
4469,0
4470,0
4471,6
4472,6
4473,7
4474,2
4475,6
4476,6
4477,6
4478,0
4479,8
4480,2
4481,9
4482,7
4483,4
4484,9
4485,8
4486,2
4487,0
4488,0
4489,0
4490,4
4491,8
4492,6
4493,6
4494,9
4495,9
4496,4
4497,8
4498,8
4499,0
4500,2
4501,4
4502,5
4503,0
4504,8
4505,4
4506,6
4507,0
4508,0
4509,0
4510,3
4511,6
4512,6
4513,2
4514,7
4515,3
4516,8
4517,9
4518,7
4519,1
4520,8
4521,3
4522,5
4523,6
4524,6
4525,5
4526,1
4527,5
4528,0
4529,1
4530,7
4531,1
4532,2
4533,3
4534,6
4535,6
4536,6
4537,5
4538,8
4539,1
4540,2
4541,7
4542,4
4543,0
4544,5
4545,0
4546,6
4547,3
4548,0
4549,6
4550,2
4551,8
4552,8
4553,8
4554,6
4555,6
4556,6
4557,6
4558,6
4559,4
4560,6
4561,2
4562,4
4563,3
4564,2
4565,0
4566,6
4567,5
4568,4
4569,2
4570,1
4571,1
4572,6
4573,2
4574,0
4575,2
4576,2
4577,6
4578,2
4579,4
4580,9
4581,4
4582,6
4583,2
4584,5
4585,4
4586,2
4587,4
4588,3
4589,4
4590,6
4591,0
4592,6
4593,3
4594,2
4595,2
4596,9
4597,9
4598,2
4599,0
4600,1
4601,7
4602,6
4603,1
4604,8
4605,0
4606,4
4607,4
4608,2
4609,6
4610,3
4611,2
4612,1
4613,2
4614,3
4615,2
4616,6
4617,0
4618,8
4619,5
4620,5
4621,5
4622,6
4623,4
4624,6
4625,2
4626,8
4627,2
4628,8
4629,8
4630,9
4631,6
4632,1
4633,0
4634,2
4635,4
4636,0
4637,4
4638,3
4639,6
4640,5
4641,6
4642,6
4643,3
4644,1
4645,2
4646,6
4647,3
4648,9
4649,0
4650,4
4651,4
4652,3
4653,3
4654,0
4655,9
4656,2
4657,1
4658,6
4659,5
4660,8
4661,4
4662,0
4663,0
4664,0
4665,0
4666,4
4667,0
4668,6
4669,5
4670,0
4671,1
4672,8
4673,1
4674,4
4675,1
4676,9
4677,2
4678,3
4679,6
4680,5
4681,1
4682,4
4683,0
4684,2
4685,4
4686,6
4687,4
4688,9
4689,6
4690,4
4691,1
4692,2
4693,9
4694,5
4695,0
4696,4
4697,3
4698,8
4699,7
4700,1
4701,4
4702,1
4703,6
4704,8
4705,7
4706,3
4707,1
4708,4
4709,6
4710,1
4711,8
4712,0
4713,1
4714,4
4715,8
4716,5
4717,8
4718,1
4719,1
4720,6
4721,6
4722,1
4723,3
4724,8
4725,6
4726,0
4727,5
4728,3
4729,5
4730,1
4731,2
4732,5
4733,2
4734,2
4735,6
4736,0
4737,2
4738,6
4739,2
4740,1
4741,6
4742,4
4743,6
4744,3
4745,5
4746,8
4747,6
4748,7
4749,8
4750,1
4751,3
4752,6
4753,6
4754,6
4755,8
4756,6
4757,2
4758,6
4759,5
4760,4
4761,2
4762,5
4763,1
4764,2
4765,8
4766,6
4767,3
4768,6
4769,0
4770,6
4771,2
4772,8
4773,4
4774,7
4775,0
4776,5
4777,5
4778,8
4779,5
4780,4
4781,2
4782,4
4783,1
4784,1
4785,1
4786,1
4787,2
4788,8
4789,9
4790,9
4791,4
4792,6
4793,6
4794,6
4795,4
4796,1
4797,1
4798,7
4799,0
4800,6
4801,7
4802,4
4803,4
4804,4
4805,6
4806,8
4807,9
4808,0
4809,0
4810,6
4811,7
4812,4
4813,1
4814,7
4815,3
4816,6
4817,6
4818,3
4819,4
4820,5
4821,1
4822,0
4823,8
4824,6
4825,5
4826,7
4827,5
4828,7
4829,1
4830,6
4831,8
4832,9
4833,7
4834,5
4835,9
4836,2
4837,6
4838,7
4839,4
4840,0
4841,4
4842,8
4843,3
4844,4
4845,8
4846,4
4847,9
4848,6
4849,4
4850,4
4851,6
4852,3
4853,2
4854,5
4855,3
4856,8
4857,6
4858,3
4859,2
4860,8
4861,5
4862,8
4863,8
4864,8
4865,0
4866,4
4867,1
4868,5
4869,5
4870,6
4871,7
4872,4
4873,2
4874,1
4875,5
4876,2
4877,3
4878,3
4879,2
4880,3
4881,6
4882,1
4883,8
4884,9
4885,2
4886,5
4887,4
4888,3
4889,1
4890,0
4891,4
4892,6
4893,6
4894,6
4895,3
4896,3
4897,5
4898,3
4899,3
4900,9
4901,0
4902,3
4903,0
4904,8
4905,1
4906,3
4907,9
4908,3
4909,4
4910,2
4911,0
4912,0
4913,6
4914,1
4915,0
4916,6
4917,6
4918,7
4919,6
4920,6
4921,6
4922,1
4923,6
4924,7
4925,5
4926,3
4927,4
4928,7
4929,4
4930,0
4931,1
4932,1
4933,6
4934,6
4935,5
4936,8
4937,5
4938,5
4939,9
4940,6
4941,3
4942,3
4943,7
4944,1
4945,2
4946,9
4947,7
4948,3
4949,7
4950,1
4951,4
4952,2
4953,8
4954,2
4955,5
4956,8
4957,3
4958,2
4959,6
4960,2
4961,8
4962,8
4963,4
4964,6
4965,7
4966,2
4967,5
4968,8
4969,4
4970,7
4971,1
4972,6
4973,1
4974,5
4975,2
4976,5
4977,6
4978,6
4979,3
4980,7
4981,4
4982,6
4983,1
4984,3
4985,8
4986,5
4987,1
4988,4
4989,3
4990,5
4991,3
4992,0
4993,4
4994,2
4995,4
4996,1
4997,4
4998,0
4999,6
5000,9
5001,5
5002,6
5003,7
5004,4
5005,0
5006,0
5007,0
5008,4
5009,1
5010,8
5011,4
5012,2
5013,3
5014,5
5015,6
5016,2
5017,3
5018,6
5019,7
5020,2
5021,7
5022,2
5023,6
5024,0
5025,3
5026,1
5027,2
5028,1
5029,7
5030,8
5031,1
5032,3
5033,3
5034,9
5035,6
5036,6
5037,3
5038,8
5039,6
5040,6
5041,6
5042,6
5043,6
5044,6
5045,8
5046,0
5047,9
5048,6
5049,0
5050,3
5051,6
5052,4
5053,9
5054,6
5055,3
5056,8
5057,0
5058,1
5059,8
5060,5
5061,2
5062,6
5063,6
5064,0
5065,8
5066,9
5067,2
5068,1
5069,6
5070,6
5071,6
5072,6
5073,2
5074,6
5075,4
5076,6
5077,7
5078,1
5079,9
5080,4
5081,0
5082,6
5083,6
5084,3
5085,4
5086,5
5087,0
5088,0
5089,3
5090,8
5091,5
5092,6
5093,5
5094,2
5095,4
5096,1
5097,6
5098,2
5099,2
5100,2
5101,5
5102,6
5103,0
5104,8
5105,4
5106,6
5107,5
5108,9
5109,4
5110,6
5111,3
5112,1
5113,3
5114,1
5115,6
5116,7
5117,5
5118,8
5119,1
5120,7
5121,4
5122,3
5123,8
5124,8
5125,0
5126,6
5127,6
5128,4
5129,6
5130,8
5131,0
5132,4
5133,0
5134,6
5135,4
5136,0
5137,2
5138,1
5139,5
5140,4
5141,3
5142,5
5143,0
5144,2
5145,0
5146,6
5147,6
5148,2
5149,6
5150,8
5151,1
5152,9
5153,4
5154,5
5155,6
5156,6
5157,8
5158,4
5159,6
5160,6
5161,6
5162,2
5163,0
5164,6
5165,5
5166,1
5167,5
5168,7
5169,9
5170,0
5171,6
5172,0
5173,9
5174,1
5175,8
5176,2
5177,7
5178,1
5179,6
5180,1
5181,8
5182,0
5183,2
5184,5
5185,6
5186,5
5187,1
5188,6
5189,6
5190,0
5191,0
5192,7
5193,2
5194,2
5195,4
5196,2
5197,6
5198,8
5199,3
5200,4
5201,2
5202,5
5203,5
5204,9
5205,6
5206,9
5207,0
5208,1
5209,2
5210,9
5211,5
5212,9
5213,7
5214,5
5215,1
5216,7
5217,9
5218,8
5219,3
5220,0
5221,7
5222,7
5223,4
5224,7
5225,2
5226,9
5227,3
5228,7
5229,0
5230,0
5231,5
5232,3
5233,6
5234,5
5235,2
5236,1
5237,8
5238,1
5239,9
5240,0
5241,6
5242,6
5243,6
5244,7
5245,8
5246,3
5247,6
5248,7
5249,0
5250,1
5251,9
5252,9
5253,3
5254,9
5255,8
5256,4
5257,2
5258,9
5259,4
5260,6
5261,8
5262,2
5263,1
5264,1
5265,9
5266,5
5267,5
5268,6
5269,4
5270,2
5271,3
5272,1
5273,5
5274,6
5275,4
5276,7
5277,9
5278,0
5279,0
5280,6
5281,7
5282,0
5283,6
5284,1
5285,6
5286,3
5287,0
5288,0
5289,4
5290,4
5291,2
5292,1
5293,1
5294,0
5295,9
5296,1
5297,4
5298,6
5299,1
5300,6
5301,8
5302,8
5303,5
5304,8
5305,6
5306,0
5307,1
5308,6
5309,5
5310,8
5311,3
5312,8
5313,2
5314,3
5315,1
5316,1
5317,4
5318,2
5319,3
5320,0
5321,0
5322,5
5323,8
5324,3
5325,3
5326,8
5327,4
5328,3
5329,9
5330,5
5331,5
5332,3
5333,2
5334,6
5335,8
5336,3
5337,3
5338,1
5339,1
5340,4
5341,3
5342,6
5343,5
5344,8
5345,5
5346,1
5347,5
5348,1
5349,6
5350,2
5351,6
5352,1
5353,6
5354,1
5355,0
5356,2
5357,4
5358,6
5359,2
5360,5
5361,7
5362,6
5363,4
5364,3
5365,9
5366,8
5367,4
5368,6
5369,6
5370,9
5371,6
5372,0
5373,9
5374,9
5375,0
5376,9
5377,9
5378,3
5379,9
5380,7
5381,4
5382,4
5383,2
5384,8
5385,0
5386,2
5387,5
5388,0
5389,1
5390,5
5391,2
5392,4
5393,1
5394,6
5395,0
5396,4
5397,1
5398,2
5399,3
5400,8
5401,9
5402,4
5403,0
5404,0
5405,4
5406,6
5407,3
5408,6
5409,5
5410,8
5411,4
5412,6
5413,9
5414,7
5415,3
5416,9
5417,6
5418,2
5419,5
5420,6
5421,9
5422,1
5423,9
5424,4
5425,4
5426,8
5427,3
5428,1
5429,4
5430,1
5431,1
5432,0
5433,5
5434,8
5435,9
5436,2
5437,9
5438,4
5439,5
5440,6
5441,4
5442,4
5443,1
5444,0
5445,3
5446,7
5447,8
5448,2
5449,9
5450,4
5451,5
5452,6
5453,1
5454,9
5455,8
5456,3
5457,5
5458,7
5459,9
5460,0
5461,8
5462,1
5463,5
5464,3
5465,0
5466,4
5467,6
5468,0
5469,8
5470,4
5471,8
5472,3
5473,5
5474,0
5475,2
5476,7
5477,6
5478,7
5479,6
5480,6
5481,2
5482,0
5483,0
5484,9
5485,0
5486,0
5487,1
5488,1
5489,9
5490,1
5491,1
5492,4
5493,0
5494,2
5495,6
5496,9
5497,6
5498,8
5499,8
5500,0
5501,6
5502,0
5503,9
5504,2
5505,2
5506,4
5507,0
5508,4
5509,8
5510,5
5511,7
5512,6
5513,7
5514,0
5515,6
5516,0
5517,5
5518,0
5519,8
5520,1
5521,4
5522,7
5523,6
5524,4
5525,1
5526,4
5527,1
5528,4
5529,2
5530,5
5531,0
5532,0
5533,6
5534,2
5535,3
5536,6
5537,2
5538,1
5539,2
5540,3
5541,8
5542,1
5543,5
5544,4
5545,5
5546,4
5547,6
5548,9
5549,8
5550,8
5551,2
5552,6
5553,6
5554,8
5555,0
5556,1
5557,3
5558,5
5559,1
5560,8
5561,7
5562,3
5563,9
5564,2
5565,4
5566,2
5567,0
5568,9
5569,9
5570,1
5571,8
5572,1
5573,4
5574,0
5575,6
5576,0
5577,9
5578,6
5579,5
5580,4
5581,0
5582,7
5583,3
5584,4
5585,8
5586,0
5587,3
5588,5
5589,6
5590,8
5591,6
5592,8
5593,5
5594,4
5595,9
5596,4
5597,0
5598,2
5599,2
5600,8
5601,8
5602,5
5603,8
5604,3
5605,2
5606,0
5607,6
5608,8
5609,5
5610,4
5611,4
5612,1
5613,4
5614,3
5615,6
5616,0
5617,6
5618,8
5619,6
5620,7
5621,8
5622,6
5623,3
5624,5
5625,6
5626,1
5627,4
5628,6
5629,8
5630,4
5631,1
5632,4
5633,4
5634,7
5635,4
5636,6
5637,7
5638,4
5639,9
5640,8
5641,9
5642,8
5643,6
5644,6
5645,6
5646,7
5647,4
5648,7
5649,6
5650,2
5651,1
5652,2
5653,6
5654,2
5655,1
5656,2
5657,6
5658,8
5659,6
5660,5
5661,5
5662,4
5663,6
5664,8
5665,6
5666,7
5667,2
5668,3
5669,0
5670,2
5671,3
5672,7
5673,8
5674,0
5675,0
5676,8
5677,6
5678,6
5679,8
5680,4
5681,8
5682,8
5683,7
5684,8
5685,5
5686,4
5687,0
5688,6
5689,8
5690,6
5691,0
5692,6
5693,4
5694,3
5695,3
5696,4
5697,2
5698,0
5699,1
5700,5
5701,7
5702,0
5703,2
5704,2
5705,2
5706,2
5707,4
5708,9
5709,9
5710,3
5711,9
5712,4
5713,4
5714,9
5715,7
5716,0
5717,9
5718,2
5719,6
5720,4
5721,4
5722,8
5723,7
5724,7
5725,6
5726,2
5727,1
5728,0
5729,3
5730,0
5731,1
5732,3
5733,2
5734,2
5735,8
5736,6
5737,2
5738,6
5739,4
5740,8
5741,7
5742,7
5743,6
5744,6
5745,1
5746,5
5747,8
5748,8
5749,1
5750,7
5751,9
5752,8
5753,6
5754,6
5755,4
5756,2
5757,1
5758,3
5759,2
5760,4
5761,9
5762,8
5763,3
5764,8
5765,4
5766,3
5767,3
5768,0
5769,5
5770,7
5771,2
5772,1
5773,0
5774,6
5775,6
5776,3
5777,6
5778,4
5779,6
5780,1
5781,6
5782,1
5783,4
5784,2
5785,6
5786,9
5787,6
5788,6
5789,7
5790,3
5791,9
5792,0
5793,4
5794,8
5795,1
